ダウンロードした時刻：2021/06/18 10:18:33

,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉
2012/8/11,4.0,0,8,1,3.1,0,8,1,4.6,8,1,30.7,8,1,26.3,8,1,,8,1,,8,1,27.9,8,1
2012/8/12,4.5,0,8,1,4.1,0,8,1,3.9,8,1,31.1,8,1,26.2,8,1,,8,1,,8,1,27.6,8,1
2012/8/13,0,1,8,1,9.3,0,8,1,7.8,8,1,32.7,8,1,25.7,8,1,,8,1,,8,1,28.8,8,1
2012/8/14,0.0,0,8,1,1.6,0,8,1,6.6,8,1,29.0,8,1,26.4,8,1,,8,1,,8,1,27.7,8,1
2012/8/15,0.5,0,8,1,6.9,0,8,1,5.0,8,1,32.2,8,1,25.1,8,1,,8,1,,8,1,28.3,8,1
2012/8/16,0,1,8,1,7.8,0,8,1,6.5,8,1,32.3,8,1,27.0,8,1,,8,1,,8,1,29.0,8,1
2012/8/17,0,1,8,1,9.4,0,8,1,2.9,8,1,35.4,8,1,25.9,8,1,,8,1,,8,1,29.9,8,1
2012/8/18,14.0,0,8,1,2.1,0,8,1,2.7,8,1,29.8,8,1,24.4,8,1,,8,1,,8,1,27.2,8,1
2012/8/19,4.5,0,8,1,6.2,0,8,1,3.1,8,1,30.6,8,1,24.9,8,1,,8,1,,8,1,27.2,8,1
2012/8/20,0,1,8,1,10.0,0,8,1,2.6,8,1,32.8,8,1,23.8,8,1,,8,1,,8,1,28.1,8,1
2012/8/21,0,1,8,1,12.4,0,8,1,4.6,8,1,33.7,8,1,26.2,8,1,,8,1,,8,1,29.0,8,1
2012/8/22,0,1,8,1,11.8,0,8,1,5.5,8,1,33.9,8,1,26.8,8,1,,8,1,,8,1,29.5,8,1
2012/8/23,0,1,8,1,12.4,0,8,1,4.6,8,1,32.9,8,1,26.6,8,1,,8,1,,8,1,29.3,8,1
2012/8/24,0,1,8,1,10.4,0,8,1,3.1,8,1,33.9,8,1,26.0,8,1,,8,1,,8,1,29.1,8,1
2012/8/25,0,1,8,1,9.0,0,8,1,2.9,8,1,34.6,8,1,25.4,8,1,,8,1,,8,1,29.1,8,1
2012/8/26,0,1,8,1,8.7,0,8,1,3.1,8,1,34.5,8,1,25.8,8,1,,8,1,,8,1,29.2,8,1
2012/8/27,1.0,0,8,1,8.3,0,8,1,3.2,8,1,32.9,8,1,25.8,8,1,,8,1,,8,1,28.8,8,1
2012/8/28,0,1,8,1,8.1,0,8,1,4.1,8,1,31.9,8,1,26.0,8,1,,8,1,,8,1,28.5,8,1
2012/8/29,0,1,8,1,8.9,0,8,1,4.8,8,1,32.0,8,1,26.1,8,1,,8,1,,8,1,28.8,8,1
2012/8/30,0.0,0,8,1,9.4,0,8,1,4.2,8,1,33.9,8,1,26.5,8,1,,8,1,,8,1,29.4,8,1
2012/8/31,59.5,0,8,1,5.1,0,8,1,3.5,8,1,31.9,8,1,25.5,8,1,,8,1,,8,1,27.9,8,1
2013/8/1,0.5,0,8,1,3.2,0,8,1,3.5,8,1,32.6,8,1,23.6,8,1,,8,1,,8,1,26.5,8,1
2013/8/2,0,1,8,1,1.6,0,8,1,3.5,8,1,28.6,8,1,22.2,8,1,,8,1,,8,1,24.5,8,1
2013/8/3,0,1,8,1,7.1,0,8,1,3.3,8,1,31.1,8,1,22.2,8,1,,8,1,,8,1,25.8,8,1
2013/8/4,0,1,8,1,7.1,0,8,1,3.6,8,1,30.7,8,1,23.9,8,1,,8,1,,8,1,27.1,8,1
2013/8/5,0,1,8,1,8.0,0,8,1,5.2,8,1,32.4,8,1,25.8,8,1,,8,1,,8,1,28.7,8,1
2013/8/6,17.0,0,8,1,3.8,0,8,1,3.2,8,1,31.1,8,1,26.2,8,1,,8,1,,8,1,28.1,8,1
2013/8/7,0.0,0,8,1,11.8,0,8,1,2.9,8,1,34.1,8,1,25.0,8,1,,8,1,,8,1,29.2,8,1
2013/8/8,0,1,8,1,8.5,0,8,1,3.0,8,1,33.3,8,1,26.4,8,1,,8,1,,8,1,29.4,8,1
2013/8/9,0,1,8,1,10.5,0,8,1,3.9,8,1,33.3,8,1,27.6,8,1,,8,1,,8,1,30.3,8,1
2013/8/10,0,1,8,1,9.6,0,8,1,2.0,8,1,37.4,8,1,27.9,8,1,,8,1,,8,1,32.1,8,1
2013/8/11,0.0,0,8,1,9.0,0,8,1,2.3,8,1,38.4,8,1,28.7,8,1,,8,1,,8,1,32.1,8,1
2013/8/12,0.0,0,8,1,4.6,0,8,1,2.9,8,1,35.7,8,1,27.8,8,1,,8,1,,8,1,30.5,8,1
2013/8/13,2.0,0,8,1,5.7,0,8,1,3.1,8,1,33.1,8,1,26.6,8,1,,8,1,,8,1,29.0,8,1
2013/8/14,0,1,8,1,10.0,0,8,1,3.1,8,1,33.9,8,1,25.7,8,1,,8,1,,8,1,29.0,8,1
2013/8/15,0,1,8,1,11.1,0,8,1,3.6,8,1,33.4,8,1,25.1,8,1,,8,1,,8,1,28.8,8,1
2013/8/16,0,1,8,1,10.3,0,8,1,4.9,8,1,32.4,8,1,26.5,8,1,,8,1,,8,1,29.2,8,1
2013/8/17,0,1,8,1,9.0,0,8,1,5.4,8,1,32.9,8,1,26.3,8,1,,8,1,,8,1,29.1,8,1
2013/8/18,0,1,8,1,12.1,0,8,1,6.3,8,1,34.1,8,1,26.8,8,1,,8,1,,8,1,29.8,8,1
2013/8/19,0,1,8,1,12.3,0,8,1,6.0,8,1,33.5,8,1,27.5,8,1,,8,1,,8,1,30.0,8,1
2013/8/20,0,1,8,1,8.4,0,8,1,6.5,8,1,34.9,8,1,27.5,8,1,,8,1,,8,1,30.4,8,1
2013/8/21,2.0,0,8,1,3.5,0,8,1,3.7,8,1,34.0,8,1,26.0,8,1,,8,1,,8,1,28.8,8,1
2013/8/22,0.0,0,8,1,4.2,0,8,1,3.0,8,1,33.9,8,1,25.2,8,1,,8,1,,8,1,28.2,8,1
2013/8/23,1.5,0,8,1,1.8,0,8,1,2.4,8,1,32.4,8,1,25.7,8,1,,8,1,,8,1,28.7,8,1
2013/8/24,0.0,0,8,1,2.8,0,8,1,3.0,8,1,32.5,8,1,25.2,8,1,,8,1,,8,1,28.1,8,1
2013/8/25,5.0,0,8,1,0.0,0,8,1,2.0,8,1,26.5,8,1,22.3,8,1,,8,1,,8,1,24.7,8,1
2013/8/26,0.0,0,8,1,4.6,0,8,1,3.1,8,1,29.7,8,1,22.9,8,1,,8,1,,8,1,26.0,8,1
2013/8/27,15.5,0,8,1,8.5,0,8,1,3.4,8,1,30.7,8,1,19.3,8,1,,8,1,,8,1,24.6,8,1
2013/8/28,0,1,8,1,11.3,0,8,1,3.1,8,1,32.5,8,1,22.2,8,1,,8,1,,8,1,27.0,8,1
2013/8/29,0,1,8,1,11.9,0,8,1,4.8,8,1,31.5,8,1,23.4,8,1,,8,1,,8,1,27.6,8,1
2013/8/30,0,1,8,1,9.9,0,8,1,6.6,8,1,33.6,8,1,27.3,8,1,,8,1,,8,1,29.9,8,1
2013/8/31,0,1,8,1,11.3,0,8,1,6.3,8,1,33.7,8,1,26.8,8,1,,8,1,,8,1,29.7,8,1
2014/8/1,0.0,0,8,1,11.0,0,8,1,4.6,8,1,33.3,8,1,25.8,8,1,,8,1,,8,1,29.0,8,1
2014/8/2,0,1,8,1,12.1,0,8,1,3.5,8,1,33.7,8,1,25.7,8,1,,8,1,,8,1,29.5,8,1
2014/8/3,0,1,8,1,11.7,0,8,1,5.0,8,1,33.5,8,1,26.5,8,1,,8,1,,8,1,29.5,8,1
2014/8/4,0,1,8,1,8.8,0,8,1,7.9,8,1,32.3,8,1,26.6,8,1,,8,1,,8,1,29.1,8,1
2014/8/5,0,1,8,1,13.1,0,8,1,10.2,8,1,33.2,8,1,27.6,8,1,,8,1,,8,1,29.7,8,1
2014/8/6,0,1,8,1,13.0,0,8,1,8.5,8,1,33.4,8,1,26.9,8,1,,8,1,,8,1,29.5,8,1
2014/8/7,0,1,8,1,11.1,0,8,1,7.1,8,1,34.1,8,1,26.8,8,1,,8,1,,8,1,29.4,8,1
2014/8/8,0.0,0,8,1,3.1,0,8,1,4.2,8,1,31.0,8,1,26.8,8,1,,8,1,,8,1,28.6,8,1
2014/8/9,4.5,0,8,1,0.0,0,8,1,4.9,8,1,27.2,8,1,21.8,8,1,,8,1,,8,1,24.9,8,1
2014/8/10,12.5,0,8,1,3.5,0,8,1,8.4,8,1,31.7,8,1,21.8,8,1,,8,1,,8,1,27.2,8,1
2014/8/11,0,1,8,1,6.1,0,8,1,9.8,8,1,32.1,8,1,26.4,8,1,,8,1,,8,1,29.0,8,1
2014/8/12,7.0,0,8,1,1.1,0,8,1,5.0,8,1,31.2,8,1,21.8,8,1,,8,1,,8,1,26.8,8,1
2014/8/13,0.5,0,8,1,6.8,0,8,1,2.7,8,1,31.1,8,1,21.4,8,1,,8,1,,8,1,26.1,8,1
2014/8/14,1.5,0,8,1,0.7,0,8,1,3.4,8,1,30.6,8,1,25.9,8,1,,8,1,,8,1,27.2,8,1
2014/8/15,0,1,8,1,12.5,0,8,1,7.8,8,1,32.4,8,1,26.6,8,1,,8,1,,8,1,29.2,8,1
2014/8/16,2.0,0,8,1,4.9,0,8,1,5.1,8,1,33.2,8,1,22.3,8,1,,8,1,,8,1,26.6,8,1
2014/8/17,0,1,8,1,8.1,0,8,1,3.8,8,1,31.8,8,1,22.1,8,1,,8,1,,8,1,27.0,8,1
2014/8/18,0,1,8,1,11.6,0,8,1,5.4,8,1,32.8,8,1,26.6,8,1,,8,1,,8,1,29.1,8,1
2014/8/19,0,1,8,1,12.8,0,8,1,6.1,8,1,33.1,8,1,26.5,8,1,,8,1,,8,1,29.2,8,1
2014/8/20,0,1,8,1,12.0,0,8,1,3.8,8,1,34.0,8,1,26.9,8,1,,8,1,,8,1,30.0,8,1
2014/8/21,0,1,8,1,10.5,0,8,1,3.5,8,1,33.9,8,1,26.6,8,1,,8,1,,8,1,29.6,8,1
2014/8/22,0,1,8,1,11.3,0,8,1,4.9,8,1,33.4,8,1,26.4,8,1,,8,1,,8,1,29.4,8,1
2014/8/23,2.5,0,8,1,2.2,0,8,1,5.6,8,1,30.7,8,1,24.4,8,1,,8,1,,8,1,26.9,8,1
2014/8/24,0,1,8,1,5.6,0,8,1,4.8,8,1,31.7,8,1,25.3,8,1,,8,1,,8,1,28.0,8,1
2014/8/25,0.0,0,8,1,0.4,0,8,1,3.2,5,1,28.8,5,1,25.1,5,1,,8,1,,8,1,26.6,8,1
2014/8/26,1.5,0,8,1,0.1,0,8,1,3.4,8,1,27.0,8,1,22.7,8,1,,8,1,,8,1,24.6,8,1
2014/8/27,1.0,0,8,1,0.0,0,8,1,3.4,8,1,23.9,8,1,19.7,8,1,,8,1,,8,1,21.6,8,1
2014/8/28,13.5,0,8,1,0.0,0,8,1,3.0,8,1,21.8,8,1,19.3,8,1,,8,1,,8,1,20.6,8,1
2014/8/29,1.5,0,8,1,0.0,0,8,1,2.9,8,1,26.1,8,1,20.8,8,1,,8,1,,8,1,23.0,8,1
2014/8/30,23.5,0,8,1,1.4,0,8,1,3.6,8,1,25.5,8,1,19.0,8,1,,8,1,,8,1,21.8,8,1
2014/8/31,0,1,8,1,1.2,0,8,1,3.1,8,1,26.0,8,1,20.1,8,1,,8,1,,8,1,22.6,8,1
2015/8/1,0,1,8,1,9.2,0,8,1,3.8,8,1,34.9,8,1,27.0,8,1,,8,1,,8,1,30.1,8,1
2015/8/2,0,1,8,1,11.7,0,8,1,4.3,8,1,34.0,8,1,27.7,8,1,,8,1,,8,1,30.3,8,1
2015/8/3,0,1,8,1,11.9,0,8,1,4.2,8,1,34.1,8,1,27.2,8,1,,8,1,,8,1,30.0,8,1
2015/8/4,0,1,8,1,12.3,0,8,1,4.9,8,1,35.2,8,1,27.2,8,1,,8,1,,8,1,29.9,8,1
2015/8/5,0,1,8,1,13.1,0,8,1,5.3,8,1,34.0,8,1,27.7,8,1,,8,1,,8,1,30.3,8,1
2015/8/6,0,1,8,1,12.7,0,8,1,5.3,8,1,33.6,8,1,27.8,8,1,,8,1,,8,1,30.2,8,1
2015/8/7,0,1,8,1,10.3,0,8,1,3.2,8,1,38.5,8,1,27.5,8,1,,8,1,,8,1,31.1,8,1
2015/8/8,0,1,8,1,5.1,0,8,1,4.7,8,1,32.7,8,1,24.4,8,1,,8,1,,8,1,27.2,8,1
2015/8/9,0,1,8,1,6.4,0,8,1,3.5,8,1,34.3,8,1,24.3,8,1,,8,1,,8,1,27.6,8,1
2015/8/10,8.5,0,8,1,5.3,0,8,1,3.3,8,1,32.4,8,1,25.8,8,1,,8,1,,8,1,27.9,8,1
2015/8/11,0,1,8,1,6.5,0,8,1,3.2,8,1,34.1,8,1,25.7,8,1,,8,1,,8,1,28.9,8,1
2015/8/12,0,1,8,1,6.0,0,8,1,2.8,8,1,34.1,8,1,25.8,8,1,,8,1,,8,1,28.6,8,1
2015/8/13,1.0,0,8,1,1.3,0,8,1,3.9,8,1,30.9,8,1,25.4,8,1,,8,1,,8,1,27.8,8,1
2015/8/14,24.0,0,8,1,6.7,0,8,1,3.3,8,1,32.4,8,1,24.4,8,1,,8,1,,8,1,28.0,8,1
2015/8/15,0.0,0,8,1,5.6,0,8,1,2.6,8,1,32.3,8,1,23.9,8,1,,8,1,,8,1,27.4,8,1
2015/8/16,1.0,0,8,1,2.8,0,8,1,3.1,8,1,31.4,8,1,24.6,8,1,,8,1,,8,1,27.0,8,1
2015/8/17,33.0,0,8,1,0.6,0,8,1,4.9,8,1,29.7,8,1,24.7,8,1,,8,1,,8,1,26.3,8,1
2015/8/18,0.5,0,8,1,1.8,0,8,1,6.5,8,1,30.0,8,1,26.9,8,1,,8,1,,8,1,28.0,8,1
2015/8/19,0,1,8,1,4.1,0,8,1,3.3,8,1,31.4,8,1,25.5,8,1,,8,1,,8,1,27.3,8,1
2015/8/20,0.5,0,8,1,0.0,0,8,1,2.2,8,1,28.2,8,1,25.7,8,1,,8,1,,8,1,26.6,8,1
2015/8/21,0.5,0,8,1,1.1,0,8,1,2.4,8,1,30.9,8,1,24.4,8,1,,8,1,,8,1,26.8,8,1
2015/8/22,0,1,8,1,10.8,0,8,1,4.9,8,1,32.7,8,1,26.4,8,1,,8,1,,8,1,28.7,8,1
2015/8/23,0,1,8,1,5.4,0,8,1,5.3,8,1,30.1,8,1,23.6,8,1,,8,1,,8,1,26.1,8,1
2015/8/24,0,1,8,1,7.3,0,8,1,5.3,8,1,27.9,8,1,21.7,8,1,,8,1,,8,1,24.1,8,1
2015/8/25,0.0,0,8,1,0.5,0,8,1,4.5,8,1,24.7,8,1,19.9,8,1,,8,1,,8,1,21.9,8,1
2015/8/26,31.5,0,8,1,0.0,0,8,1,3.9,8,1,25.9,8,1,19.3,8,1,,8,1,,8,1,22.0,8,1
2015/8/27,0,1,8,1,0.6,0,8,1,2.8,8,1,25.7,8,1,21.1,8,1,,8,1,,8,1,22.8,8,1
2015/8/28,1.0,0,8,1,0.0,0,8,1,3.9,8,1,22.8,8,1,20.5,8,1,,8,1,,8,1,21.5,8,1
2015/8/29,0.0,0,8,1,0.0,0,8,1,3.0,8,1,22.0,8,1,20.1,8,1,,8,1,,8,1,21.2,8,1
2015/8/30,2.0,0,8,1,0.0,0,8,1,2.6,8,1,23.0,8,1,20.5,8,1,,8,1,,8,1,21.7,8,1
2015/8/31,1.5,0,8,1,0.0,0,8,1,2.4,8,1,25.5,8,1,21.3,8,1,,8,1,,8,1,22.9,8,1
2016/8/1,1.0,0,8,1,3.6,0,8,1,3.5,8,1,30.8,8,1,25.1,8,1,,8,1,,8,1,27.4,8,1
2016/8/2,26.5,0,8,1,3.3,0,8,1,2.7,8,1,29.2,8,1,23.2,8,1,,8,1,,8,1,26.2,8,1
2016/8/3,4.0,0,8,1,7.7,0,8,1,2.5,8,1,32.0,8,1,25.0,8,1,,8,1,,8,1,27.3,8,1
2016/8/4,4.5,0,8,1,10.5,0,8,1,2.7,8,1,32.4,8,1,25.3,8,1,,8,1,,8,1,28.2,8,1
2016/8/5,0,1,8,1,13.0,0,8,1,4.0,8,1,32.0,8,1,25.4,8,1,,8,1,,8,1,28.4,8,1
2016/8/6,0,1,8,1,10.5,0,8,1,3.3,8,1,32.4,8,1,26.3,8,1,,8,1,,8,1,28.6,8,1
2016/8/7,0,1,8,1,10.5,0,8,1,3.6,8,1,33.2,8,1,25.2,8,1,,8,1,,8,1,28.4,8,1
2016/8/8,0.0,0,8,1,3.4,0,8,1,4.1,8,1,32.5,8,1,25.9,8,1,,8,1,,8,1,28.7,8,1
2016/8/9,0,1,8,1,9.0,0,8,1,3.6,8,1,37.7,8,1,26.4,8,1,,8,1,,8,1,30.4,8,1
2016/8/10,0,1,8,1,6.2,0,8,1,3.7,8,1,34.0,8,1,25.8,8,1,,8,1,,8,1,28.8,8,1
2016/8/11,0,1,8,1,2.9,0,8,1,3.2,8,1,29.9,8,1,24.6,8,1,,8,1,,8,1,26.6,8,1
2016/8/12,0,1,8,1,3.4,0,8,1,3.0,8,1,29.9,8,1,23.8,8,1,,8,1,,8,1,25.7,8,1
2016/8/13,0,1,8,1,6.5,0,8,1,3.1,8,1,30.4,8,1,23.2,8,1,,8,1,,8,1,25.9,8,1
2016/8/14,0,1,8,1,4.9,0,8,1,2.7,8,1,30.1,8,1,23.2,8,1,,8,1,,8,1,25.7,8,1
2016/8/15,0.0,0,8,1,2.8,0,8,1,3.9,8,1,31.7,8,1,24.3,8,1,,8,1,,8,1,27.2,8,1
2016/8/16,32.0,0,8,1,2.2,0,8,1,4.2,8,1,32.0,8,1,24.8,8,1,,8,1,,8,1,26.9,8,1
2016/8/17,21.0,0,8,1,7.6,0,8,1,7.3,8,1,34.5,8,1,24.2,8,1,,8,1,,8,1,29.1,8,1
2016/8/18,17.5,0,8,1,1.6,0,8,1,3.2,8,1,30.1,8,1,26.3,8,1,,8,1,,8,1,27.8,8,1
2016/8/19,1.0,0,8,1,6.1,0,8,1,4.2,8,1,30.7,8,1,25.1,8,1,,8,1,,8,1,27.2,8,1
2016/8/20,36.0,0,8,1,2.7,0,8,1,3.2,8,1,30.9,8,1,25.3,8,1,,8,1,,8,1,26.7,8,1
2016/8/21,0.0,0,8,1,5.9,0,8,1,3.1,8,1,31.1,8,1,24.7,8,1,,8,1,,8,1,28.0,8,1
2016/8/22,81.0,0,8,1,0.0,0,8,1,8.9,8,1,27.9,8,1,23.7,8,1,,8,1,,8,1,26.6,8,1
2016/8/23,0.0,0,8,1,2.5,0,8,1,4.4,8,1,31.1,8,1,24.4,8,1,,8,1,,8,1,27.6,8,1
2016/8/24,3.0,0,8,1,4.5,0,8,1,2.6,8,1,30.5,8,1,23.4,8,1,,8,1,,8,1,26.1,8,1
2016/8/25,0,1,8,1,8.1,0,8,1,3.1,8,1,32.8,8,1,24.7,8,1,,8,1,,8,1,28.1,8,1
2016/8/26,0,1,8,1,10.9,0,8,1,2.8,8,1,32.7,8,1,25.1,8,1,,8,1,,8,1,28.5,8,1
2016/8/27,0.0,0,8,1,2.0,0,8,1,4.6,8,1,28.1,8,1,22.2,8,1,,8,1,,8,1,25.1,8,1
2016/8/28,1.0,0,8,1,0.0,0,8,1,4.1,8,1,25.1,8,1,21.2,8,1,,8,1,,8,1,22.7,8,1
2016/8/29,8.5,0,8,1,4.4,0,8,1,4.6,8,1,31.5,8,1,22.8,8,1,,8,1,,8,1,26.8,8,1
2016/8/30,13.5,0,8,1,1.7,0,8,1,6.6,8,1,28.7,8,1,25.4,8,1,,8,1,,8,1,26.5,8,1
2016/8/31,0,1,8,1,10.4,0,8,1,7.2,8,1,31.3,8,1,24.1,8,1,,8,1,,8,1,27.6,8,1
2017/8/1,7.0,0,8,1,0.4,0,8,1,3.6,8,1,31.6,8,1,23.0,8,1,,8,1,,8,1,26.7,8,1
2017/8/2,0.0,0,8,1,1.2,0,8,1,4.1,8,1,25.3,8,1,21.3,8,1,,8,1,,8,1,23.2,8,1
2017/8/3,0,1,8,1,0.3,0,8,1,3.3,8,1,27.9,8,1,20.6,8,1,,8,1,,8,1,24.3,8,1
2017/8/4,2.0,0,8,1,0.0,0,8,1,2.7,8,1,29.4,8,1,22.7,8,1,,8,1,,8,1,25.6,8,1
2017/8/5,0,1,8,1,5.7,0,8,1,2.1,8,1,33.2,8,1,24.6,8,1,,8,1,,8,1,27.9,8,1
2017/8/6,0.0,0,8,1,3.0,0,8,1,2.9,8,1,33.4,8,1,25.7,8,1,,8,1,,8,1,28.8,8,1
2017/8/7,18.5,0,8,1,5.0,0,8,1,5.2,8,1,33.9,8,1,26.4,8,1,,8,1,,8,1,29.0,8,1
2017/8/8,0.0,0,8,1,5.9,0,8,1,5.6,8,1,32.9,8,1,27.3,8,1,,8,1,,8,1,29.5,8,1
2017/8/9,0.5,0,8,1,10.1,0,8,1,3.2,8,1,36.0,8,1,25.0,8,1,,8,1,,8,1,29.1,8,1
2017/8/10,0.0,0,8,1,0.0,0,8,1,3.5,8,1,28.0,8,1,23.6,8,1,,8,1,,8,1,25.3,8,1
2017/8/11,0.5,0,8,1,0.0,0,8,1,3.4,8,1,24.7,8,1,22.4,8,1,,8,1,,8,1,23.3,8,1
2017/8/12,3.0,0,8,1,0.9,0,8,1,2.7,8,1,27.9,8,1,21.7,8,1,,8,1,,8,1,24.3,8,1
2017/8/13,0,1,8,1,5.7,0,8,1,2.8,8,1,31.6,8,1,23.3,8,1,,8,1,,8,1,26.4,8,1
2017/8/14,7.5,0,8,1,0.0,0,8,1,2.6,8,1,27.0,8,1,23.9,8,1,,8,1,,8,1,24.9,8,1
2017/8/15,6.0,0,8,1,0.0,0,8,1,3.6,8,1,27.0,8,1,22.9,8,1,,8,1,,8,1,24.6,8,1
2017/8/16,3.5,0,8,1,0.0,0,8,1,3.8,8,1,24.1,8,1,22.2,8,1,,8,1,,8,1,23.0,8,1
2017/8/17,1.0,0,8,1,0.4,0,8,1,3.0,8,1,28.8,8,1,21.8,8,1,,8,1,,8,1,25.1,8,1
2017/8/18,0.0,0,8,1,4.6,0,8,1,2.3,8,1,30.9,8,1,24.4,8,1,,8,1,,8,1,27.3,8,1
2017/8/19,4.5,0,8,1,1.5,0,8,1,2.6,8,1,30.5,8,1,23.2,8,1,,8,1,,8,1,26.4,8,1
2017/8/20,0,1,8,1,1.0,0,8,1,2.8,8,1,29.7,8,1,22.8,8,1,,8,1,,8,1,25.5,8,1
2017/8/21,0.0,0,8,1,1.8,0,8,1,2.7,8,1,31.2,8,1,24.2,8,1,,8,1,,8,1,27.0,8,1
2017/8/22,0,1,8,1,5.7,0,8,1,3.8,8,1,31.3,8,1,25.6,8,1,,8,1,,8,1,28.1,8,1
2017/8/23,0,1,8,1,7.4,0,8,1,2.5,8,1,34.7,8,1,26.2,8,1,,8,1,,8,1,30.2,8,1
2017/8/24,0.0,0,8,1,8.3,0,8,1,2.6,8,1,35.1,8,1,28.0,8,1,,8,1,,8,1,30.7,8,1
2017/8/25,0,1,8,1,7.3,0,8,1,2.7,8,1,36.3,8,1,27.7,8,1,,8,1,,8,1,30.9,8,1
2017/8/26,0,1,8,1,6.1,0,8,1,3.5,8,1,33.4,8,1,27.1,8,1,,8,1,,8,1,29.3,8,1
2017/8/27,0,1,8,1,4.1,0,8,1,3.7,8,1,30.4,8,1,23.4,8,1,,8,1,,8,1,26.8,8,1
2017/8/28,0.0,0,8,1,5.3,0,8,1,3.1,8,1,31.2,8,1,22.7,8,1,,8,1,,8,1,26.5,8,1
2017/8/29,0,1,8,1,5.1,0,8,1,6.2,8,1,32.6,8,1,26.4,8,1,,8,1,,8,1,29.2,8,1
2017/8/30,0.0,0,8,1,5.0,0,8,1,4.6,8,1,32.3,8,1,24.0,8,1,,8,1,,8,1,28.0,8,1
2017/8/31,9.5,0,8,1,0.0,0,8,1,5.0,8,1,24.2,8,1,19.8,8,1,,8,1,,8,1,21.4,8,1
2018/8/1,0,1,8,1,13.0,0,8,1,3.6,8,1,33.9,8,1,26.1,8,1,,8,1,,8,1,29.6,8,1
2018/8/2,0,1,8,1,8.3,0,8,1,2.4,8,1,37.0,8,1,27.6,8,1,,8,1,,8,1,31.0,8,1
2018/8/3,0,1,8,1,9.4,0,8,1,2.9,8,1,36.1,8,1,27.6,8,1,,8,1,,8,1,30.4,8,1
2018/8/4,0,1,8,1,7.3,0,8,1,3.1,8,1,33.8,8,1,26.4,8,1,,8,1,,8,1,29.2,8,1
2018/8/5,0,1,8,1,11.6,0,8,1,4.6,8,1,33.8,8,1,27.3,8,1,,8,1,,8,1,30.2,8,1
2018/8/6,0.0,0,8,1,3.8,0,8,1,4.4,8,1,32.3,8,1,24.3,8,1,,8,1,,8,1,28.1,8,1
2018/8/7,8.5,0,8,1,0.0,0,8,1,4.3,8,1,24.8,8,1,21.3,8,1,,8,1,,8,1,23.3,8,1
2018/8/8,24.5,0,8,1,0.0,0,8,1,5.7,8,1,26.3,8,1,21.2,8,1,,8,1,,8,1,24.2,8,1
2018/8/9,4.5,0,8,1,0.9,0,8,1,7.7,8,1,30.4,8,1,23.9,8,1,,8,1,,8,1,27.0,8,1
2018/8/10,0,1,8,1,12.1,0,8,1,6.4,8,1,31.8,8,1,27.0,8,1,,8,1,,8,1,29.2,8,1
2018/8/11,0.0,0,8,1,5.9,0,8,1,3.1,8,1,32.5,8,1,26.8,8,1,,8,1,,8,1,29.2,8,1
2018/8/12,2.0,0,8,1,1.7,0,8,1,2.2,8,1,32.1,8,1,25.0,8,1,,8,1,,8,1,27.8,8,1
2018/8/13,0,1,8,1,7.2,0,8,1,3.7,8,1,33.5,8,1,27.0,8,1,,8,1,,8,1,28.9,8,1
2018/8/14,0,1,8,1,11.3,0,8,1,5.9,8,1,33.5,8,1,27.4,8,1,,8,1,,8,1,29.8,8,1
2018/8/15,0,1,8,1,11.5,0,8,1,8.0,8,1,33.6,8,1,28.0,8,1,,8,1,,8,1,29.7,8,1
2018/8/16,4.5,0,8,1,7.9,0,8,1,9.6,8,1,31.9,8,1,26.6,8,1,,8,1,,8,1,29.1,8,1
2018/8/17,2.0,0,8,1,10.2,0,8,1,4.6,8,1,31.1,8,1,22.1,8,1,,8,1,,8,1,27.0,8,1
2018/8/18,0,1,8,1,11.3,0,8,1,3.1,8,1,27.1,8,1,19.7,8,1,,8,1,,8,1,22.6,8,1
2018/8/19,0,1,8,1,9.1,0,8,1,2.9,8,1,28.9,8,1,19.7,8,1,,8,1,,8,1,24.1,8,1
2018/8/20,2.5,0,8,1,0.1,0,8,1,2.0,8,1,26.9,8,1,22.4,8,1,,8,1,,8,1,24.4,8,1
2018/8/21,1.5,0,8,1,8.5,0,8,1,3.8,8,1,32.7,8,1,23.3,8,1,,8,1,,8,1,27.7,8,1
2018/8/22,0,1,8,1,11.1,0,8,1,5.3,8,1,34.0,8,1,27.1,8,1,,8,1,,8,1,29.3,8,1
2018/8/23,0.0,0,8,1,8.1,0,8,1,5.9,8,1,34.6,8,1,26.8,8,1,,8,1,,8,1,29.8,8,1
2018/8/24,8.5,0,8,1,2.2,0,8,1,10.6,8,1,31.7,8,1,26.0,8,1,,8,1,,8,1,29.3,8,1
2018/8/25,0,1,8,1,11.8,0,8,1,7.4,8,1,33.2,8,1,27.7,8,1,,8,1,,8,1,29.9,8,1
2018/8/26,0,1,8,1,12.2,0,8,1,2.6,8,1,34.9,8,1,27.7,8,1,,8,1,,8,1,30.6,8,1
2018/8/27,0.0,0,8,1,11.0,0,8,1,3.3,8,1,36.7,8,1,26.2,8,1,,8,1,,8,1,29.8,8,1
